Linha,Ordem,Descrição da Ordem,Estabelecimento,Nome Estabelecimento,Equipamento,Nome Equipamento,Tag,Descrição do Tag,Tipo de Manutenção,Descrição do Tipo Manutenção,Manutenção,Descrição da Manutenção,Plano,Urgência,Criticidade,Prioridade,Data Manutenção,Data Termino,Previsão Término,Inicio mais cedo,Inicio mais tarde,Data Inicio Original,Data Reabertura,Data Realocação,Data Prevista Manutenção,Parada,Descrição da Parada,Projeto,Descrição do Projeto,Analista,Nome do Analista,Planejador,Nome do Planejador,Equipe,Nome da Equipe,Causa,Descrição Causa,Sintoma,Descrição Sintoma,Intervenção,Descrição Intervenção,Empresa,Ord. Investimento,Conta da Ordem,Conta de Investimento,Ordem de Origem,Tarefa de Origem,Valor Contador,Valor Contador Acumulado,Taxa Produção,Custo Hora,Tempo Parada,Horas Reportadas,Valor Material,Valor Mão de Obra,Valor GGF,Estado,Estado OM,Estado da Preditiva,Usuário de Criação,Ordem Impressa,Observação Encerramento OM
0000000001,1265144,PEÇAS VERIFICADAS NA PREVENTIVA,1,METALURGICA MOR S.A - MATRIZ,15.264/000,ROBO STRONG 40 1000T - INJETORA 38,,TAG GERAL,10,Preventiva,67,MANUTENÇÃO CORRETIVA PLASTICOS - MATRIZ,Manutenção,1,2,400,25/04/2025,,25/04/2025,25/04/2025,25/04/2025,25/04/2025,,,25/04/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,"2338,55",0,0,Requisitada,Iniciada,Ok,matheus.lo - Matheus Henrique Lopes,no,EXECUTAR MANUTENÇÃO PARA QUE O EQUIPAMENTO RETORNE PARA PRODUÇÃO.
0000000002,1265145,PEÇAS VERIFICADAS NA PREVENTIVA,1,METALURGICA MOR S.A - MATRIZ,15.263/000,ROBO STRONG 40 1000T - INJETORA 17,,TAG GERAL,10,Preventiva,67,MANUTENÇÃO CORRETIVA PLASTICOS - MATRIZ,Manutenção,1,2,400,25/04/2025,,25/04/2025,25/04/2025,25/04/2025,25/04/2025,,,25/04/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,"390,96",0,0,Requisitada,Iniciada,Ok,matheus.lo - Matheus Henrique Lopes,no,EXECUTAR MANUTENÇÃO PARA QUE O EQUIPAMENTO RETORNE PARA PRODUÇÃO.
0000000003,782829,PREVENTIVA ROBÔ - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,15.261/000,ROBO SUCCESS 33 750T- 800T - INJETORA 5,,TAG GERAL,10,Preventiva,F5ROB180,PREVENTIVA ROBÔ - SEMESTRAL,Plano de Equipamento,3,2,600,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,Lubrificação dos Patins de Recirculação de Esferas  Lubrificação das Guias Lineares  Reaperto dos parafusos de fixação robô - injetora  Reaperto dos parafusos de fixação suporte - trave  Reaperto dos parafusos de fixação dos Carros Reaperto dos parafusos de fixação patins Reaperto dos parafusos de fixação guias Verificar o tensionamento das correias Verificação fim de curso e sensores          Verificação da integridade dos cabos de movimento  Limpeza dos filtros de ventilação do quadro  Limpeza interna do quadro (aspiração do pó) Reaperto dos bornes/ relés/ conectores  Reaperto conectores motores Reaperto sensores e cabos Testes dos sinais da interface da injetora Verificação do funcionamento teclas de emergência Verificação das proteções de segurança Verificação do CLP de segurança Verificação da integridade das ventosas e tubos de ar Verificação de eventuais perdas de ar  Verificação das conexões das mangueiras de ar  Controle do conjunto do filtro de descarga de água  Controle de água na linha  Limpeza do conjunto do filtro Conferir movimentos dos cilindros pneumáticos Conferir balanceamento do cilindro vertical Reaperto dos parafusos da rotação
0000000004,782839,PREVENTIVA ROBÔ - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,15.260/000,ROBO SUCCESS 33 750T- 800T - INJETORA 6,,TAG GERAL,10,Preventiva,F5ROB180,PREVENTIVA ROBÔ - SEMESTRAL,Plano de Equipamento,3,2,600,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,Lubrificação dos Patins de Recirculação de Esferas  Lubrificação das Guias Lineares  Reaperto dos parafusos de fixação robô - injetora  Reaperto dos parafusos de fixação suporte - trave  Reaperto dos parafusos de fixação dos Carros Reaperto dos parafusos de fixação patins Reaperto dos parafusos de fixação guias Verificar o tensionamento das correias Verificação fim de curso e sensores          Verificação da integridade dos cabos de movimento  Limpeza dos filtros de ventilação do quadro  Limpeza interna do quadro (aspiração do pó) Reaperto dos bornes/ relés/ conectores  Reaperto conectores motores Reaperto sensores e cabos Testes dos sinais da interface da injetora Verificação do funcionamento teclas de emergência Verificação das proteções de segurança Verificação do CLP de segurança Verificação da integridade das ventosas e tubos de ar Verificação de eventuais perdas de ar  Verificação das conexões das mangueiras de ar  Controle do conjunto do filtro de descarga de água  Controle de água na linha  Limpeza do conjunto do filtro Conferir movimentos dos cilindros pneumáticos Conferir balanceamento do cilindro vertical Reaperto dos parafusos da rotação
0000000005,782841,PREVENTIVA ROBÔ - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,15.264/000,ROBO STRONG 40 1000T - INJETORA 38,,TAG GERAL,10,Preventiva,F5ROB180,PREVENTIVA ROBÔ - SEMESTRAL,Plano de Equipamento,3,2,600,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,Lubrificação dos Patins de Recirculação de Esferas  Lubrificação das Guias Lineares  Reaperto dos parafusos de fixação robô - injetora  Reaperto dos parafusos de fixação suporte - trave  Reaperto dos parafusos de fixação dos Carros Reaperto dos parafusos de fixação patins Reaperto dos parafusos de fixação guias Verificar o tensionamento das correias Verificação fim de curso e sensores          Verificação da integridade dos cabos de movimento  Limpeza dos filtros de ventilação do quadro  Limpeza interna do quadro (aspiração do pó) Reaperto dos bornes/ relés/ conectores  Reaperto conectores motores Reaperto sensores e cabos Testes dos sinais da interface da injetora Verificação do funcionamento teclas de emergência Verificação das proteções de segurança Verificação do CLP de segurança Verificação da integridade das ventosas e tubos de ar Verificação de eventuais perdas de ar  Verificação das conexões das mangueiras de ar  Controle do conjunto do filtro de descarga de água  Controle de água na linha  Limpeza do conjunto do filtro Conferir movimentos dos cilindros pneumáticos Conferir balanceamento do cilindro vertical Reaperto dos parafusos da rotação
0000000006,782851,PREVENTIVA ROBÔ - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,17.605/000,ROBO SUCCESS 22 - 500T - INJETORA 31,,TAG GERAL,10,Preventiva,F5ROB180,PREVENTIVA ROBÔ - SEMESTRAL,Plano de Equipamento,3,2,600,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,Lubrificação dos Patins de Recirculação de Esferas  Lubrificação das Guias Lineares  Reaperto dos parafusos de fixação robô - injetora  Reaperto dos parafusos de fixação suporte - trave  Reaperto dos parafusos de fixação dos Carros Reaperto dos parafusos de fixação patins Reaperto dos parafusos de fixação guias Verificar o tensionamento das correias Verificação fim de curso e sensores          Verificação da integridade dos cabos de movimento  Limpeza dos filtros de ventilação do quadro  Limpeza interna do quadro (aspiração do pó) Reaperto dos bornes/ relés/ conectores  Reaperto conectores motores Reaperto sensores e cabos Testes dos sinais da interface da injetora Verificação do funcionamento teclas de emergência Verificação das proteções de segurança Verificação do CLP de segurança Verificação da integridade das ventosas e tubos de ar Verificação de eventuais perdas de ar  Verificação das conexões das mangueiras de ar  Controle do conjunto do filtro de descarga de água  Controle de água na linha  Limpeza do conjunto do filtro Conferir movimentos dos cilindros pneumáticos Conferir balanceamento do cilindro vertical Reaperto dos parafusos da rotação
0000000007,783497,PREVENTIVA GELADEIRAS - SEMANAL,1,METALURGICA MOR S.A - MATRIZ,20.739/000,TROCADOR DE CALOR TR422 (40.000) - JUP 37,,TAG GERAL,10,Preventiva,F5GEL007,PREVENTIVA GELADEIRAS - SEMANAL,Plano de Equipamento,3,2,600,03/06/2025,,03/06/2025,03/06/2025,03/06/2025,25/06/2025,,,03/06/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,REALIZAR LIMPEZA DO FILTRO
0000000008,784418,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,1,METALURGICA MOR S.A - MATRIZ,13.188/000,CASA DE BOMBAS VERTICALIZADO,,TAG GERAL,10,Preventiva,PPCIMD,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,Plano de Equipamento,3,2,600,19/08/2025,,20/08/2025,12/08/2025,26/08/2025,18/08/2025,,,19/08/2025,,,,,,,GABRIEL,GABRIEL LIMA,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,2,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,yes,
0000000009,784419,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,1,METALURGICA MOR S.A - MATRIZ,22.836/000,CASA DE BOMBAS SPRINKLERS PAV. G5,,TAG GERAL,10,Preventiva,PPCIMD,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,Plano de Equipamento,3,2,600,19/08/2025,,20/08/2025,12/08/2025,26/08/2025,18/08/2025,,,19/08/2025,,,,,,,GABRIEL,GABRIEL LIMA,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,yes,
0000000010,784420,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,1,METALURGICA MOR S.A - MATRIZ,13.816/000,CASA DE BOMBAS FABRICA,,TAG GERAL,10,Preventiva,PPCIMD,MANUTENÇÃO PREVENTIVA MOTORES DIESEL,Plano de Equipamento,3,2,600,19/08/2025,,20/08/2025,18/08/2025,29/08/2025,18/08/2025,,,19/08/2025,,,,,,,GABRIEL,GABRIEL LIMA,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,2,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,yes,
0000000011,782689,CHECK LIST CASA DE BOMBAS,1,METALURGICA MOR S.A - MATRIZ,13.816/000,CASA DE BOMBAS FABRICA,,TAG GERAL,10,Preventiva,PPCI,CHECK LIST CASA DE BOMBAS,Plano de Equipamento,3,2,600,25/08/2025,,26/08/2025,25/08/2025,25/08/2025,12/05/2025,,,25/08/2025,,,,,,,AIRON,AIRON KLUGE,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,2,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,yes,
0000000012,783451,CHECK LIST CASA DE BOMBAS,1,METALURGICA MOR S.A - MATRIZ,13.188/000,CASA DE BOMBAS VERTICALIZADO,,TAG GERAL,10,Preventiva,PPCI,CHECK LIST CASA DE BOMBAS,Plano de Equipamento,3,2,600,25/08/2025,,26/08/2025,25/08/2025,25/08/2025,24/06/2025,,,25/08/2025,,,,,,,AIRON,AIRON KLUGE,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,2,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,no,
0000000013,783490,CHECK LIST CASA DE BOMBAS,1,METALURGICA MOR S.A - MATRIZ,22.836/000,CASA DE BOMBAS SPRINKLERS PAV. G5,,TAG GERAL,10,Preventiva,PPCI,CHECK LIST CASA DE BOMBAS,Plano de Equipamento,3,2,600,25/08/2025,,26/08/2025,18/08/2025,01/09/2025,25/06/2025,,,25/08/2025,,,,,,,GABRIEL,GABRIEL LIMA,EQUIPE 3,VERTICALIZADO,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,INSPEÇÃO,PREVENTIVA OU INSPEÇÃO DO EQUIPAMENTO,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,gabriel.li - GABRIEL JUNKHERR DE LIMA,yes,
0000000014,782834,PREVENTIVA SOPRADORA - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,11.126/000,MAQ Nº 3 BEKUM MOLDAGEM SOPRO BA-100,11126_N03,MAQ Nº 3 BEKUM MOLDAGEM SOPRO BA-100,10,Preventiva,F5SOP180,PREVENTIVA SOPRADORA - SEMESTRAL,Plano de Equipamento,3,1,300,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,ADM.MOLDE.RS,ADMINISTRAÇÃO MOLDES RS,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,Retirar amostras para verificar condições do óleo e analisar em laboratório.
0000000015,782791,PREVENTIVA INJETORA - SEMANAL (LUBRIFICAÇÃO),1,METALURGICA MOR S.A - MATRIZ,11.273/000,INJETORA Nº 28 HAITIAN 530 T,11273_N30,INJETORA Nº 30 HAITIAN 500 T,10,Preventiva,F5INJ007,PREVENTIVA INJETORA - SEMANAL (LUBRIFICAÇÃO),Plano de Equipamento,3,1,300,21/03/2025,,21/03/2025,21/03/2025,21/03/2025,15/05/2025,,,21/03/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Lubrificar pinos e buchas das braçagens  Lubrificar patins da placa movel         Lubrificar unidade de fechamento Lubrificar patins da placa movel da unidade de fechamento Lubrificar buchas das colunas da unidade de fechamento Limpeza e lubrificação do sistema de fechamento, guias e colunas Limpeza e lubrificação do sistema de extração- Limpeza e lubrificação do sistema de avanço da unidade de injeção- Limpeza e lubrificação do sistema de injeção e dosagem"
0000000016,782831,PREVENTIVA INJETORA - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,11.273/000,INJETORA Nº 28 HAITIAN 530 T,11273_N30,INJETORA Nº 30 HAITIAN 500 T,10,Preventiva,F5INJ180,PREVENTIVA INJETORA - SEMESTRAL,Plano de Equipamento,3,1,300,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Verificar condição, ponteira, anel de bloqueio e rosca Verificar resistencias de aquecimento do cilindro Verificar termopares de leitura do cilindro  Verificar relés de aquecimento do cilindro Inspecionar cabos de alimentação das resistências Reaperto dos bornes"
0000000017,783912,PREVENTIVA INJETORA - OCTAMETRAL,1,METALURGICA MOR S.A - MATRIZ,11.273/000,INJETORA Nº 28 HAITIAN 530 T,11273_N30,INJETORA Nº 30 HAITIAN 500 T,10,Preventiva,F5INJ240,PREVENTIVA INJETORA - OCTAMETRAL,Plano de Equipamento,3,1,300,07/07/2025,,07/07/2025,07/07/2025,07/07/2025,11/07/2025,,,07/07/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Revisão do sistema de segurança (NR-12) Verificar sistema hidraulico da extração, cilindro, valvulas, vazamentos Verificar sistema pneumatico da extração, valvulas, mangueiras e vazamentos Verificar sistema de acoplamento da haste Verificar sensor e suporte de posição de extração Verificar sistema machos hidraulicos, mangueiras, valvulas e vazamentos Verificar ligação da tomada do sistema eletrico (Molde x Maquina) Verificar sistema hidraulico movimentação unidade, mangueiras, valvulas e vazamentos Verificar sistema hidraulico injeção, mangueiras, valvulas e vazamentos  Fazer troca do filtro do bico de injeção Fazer ângulo (45°) e furação (5mm) do bico de injeção"
0000000018,1206412,Teste Cabo de Ciclo,1,METALURGICA MOR S.A - MATRIZ,11.274/000,INJETORA Nº 03 HAITIAN 500 T,11274_N03,INJETORA Nº 03 HAITIAN 500 T,10,Preventiva,30,MANUTENÇÃO PREVENTIVA GERAL,Manutenção,3,1,300,23/02/2024,,24/02/2024,21/02/2024,25/02/2024,23/02/2024,,,23/02/2024,,,,,,,clauber,CLAUBER JUNIOR OLIVEIRA,30,EQUIPE ELÉTRICA E MECÂNICA,,,,,,,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,empilhadeir3 - Terceirizado Empilhadeira HDL 3,no,"NESTA MANUTENÇÃO É REALIZADO UMA GERAL EM TODOS OS COMPONENTES DO EQUIPAMENTO, É ANALISADO CADA UM DELES PARA DETECTAR POSSIVEL DESGASTE MECÂNICO DOS SEUS COMPONENTES."
0000000019,782801,PREVENTIVA INJETORA - SEMANAL,1,METALURGICA MOR S.A - MATRIZ,11.274/000,INJETORA Nº 03 HAITIAN 500 T,11274_N03,INJETORA Nº 03 HAITIAN 500 T,10,Preventiva,F5INJ007,PREVENTIVA INJETORA - SEMANAL,Plano de Equipamento,3,1,300,21/03/2025,,21/03/2025,21/03/2025,21/03/2025,15/05/2025,,,21/03/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Lubrificar pinos e buchas das braçagens  Lubrificar patins da placa movel         Lubrificar unidade de fechamento Lubrificar patins da placa movel da unidade de fechamento Lubrificar buchas das colunas da unidade de fechamento Limpeza e lubrificação do sistema de fechamento, guias e colunas Limpeza e lubrificação do sistema de extração- Limpeza e lubrificação do sistema de avanço da unidade de injeção- Limpeza e lubrificação do sistema de injeção e dosagem"
0000000020,782828,PREVENTIVA INJETORA - SEMESTRAL,1,METALURGICA MOR S.A - MATRIZ,11.274/000,INJETORA Nº 03 HAITIAN 500 T,11274_N03,INJETORA Nº 03 HAITIAN 500 T,10,Preventiva,F5INJ180,PREVENTIVA INJETORA - SEMESTRAL,Plano de Equipamento,3,1,300,29/04/2025,,29/04/2025,29/04/2025,29/04/2025,15/05/2025,,,29/04/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,"1063,66",0,0,Iniciada,Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Verificar condição, ponteira, anel de bloqueio e rosca Verificar resistencias de aquecimento do cilindro Verificar termopares de leitura do cilindro  Verificar relés de aquecimento do cilindro Inspecionar cabos de alimentação das resistências Reaperto dos bornes"
0000000021,783901,PREVENTIVA INJETORA - OCTAMETRAL,1,METALURGICA MOR S.A - MATRIZ,11.274/000,INJETORA Nº 03 HAITIAN 500 T,11274_N03,INJETORA Nº 03 HAITIAN 500 T,10,Preventiva,F5INJ240,PREVENTIVA INJETORA - OCTAMETRAL,Plano de Equipamento,3,1,300,07/07/2025,,07/07/2025,07/07/2025,07/07/2025,11/07/2025,,,07/07/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Revisão do sistema de segurança (NR-12) Verificar sistema hidraulico da extração, cilindro, valvulas, vazamentos Verificar sistema pneumatico da extração, valvulas, mangueiras e vazamentos Verificar sistema de acoplamento da haste Verificar sensor e suporte de posição de extração Verificar sistema machos hidraulicos, mangueiras, valvulas e vazamentos Verificar ligação da tomada do sistema eletrico (Molde x Maquina) Verificar sistema hidraulico movimentação unidade, mangueiras, valvulas e vazamentos Verificar sistema hidraulico injeção, mangueiras, valvulas e vazamentos  Fazer troca do filtro do bico de injeção Fazer ângulo (45°) e furação (5mm) do bico de injeção"
0000000022,781264,PREVENTIVA INJETORA - QUADRIMESTRAL,1,METALURGICA MOR S.A - MATRIZ,11.276/000,INJETORA Nº 13 HAITIAN 500 T,11276_N14,INJETORA Nº 14 HAITIAN 500 T,10,Preventiva,F5INJ120,PREVENTIVA INJETORA - QUADRIMESTRAL,Plano de Equipamento,3,1,300,18/02/2025,,18/02/2025,18/02/2025,18/02/2025,28/02/2025,,,18/02/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Verificar funcionamento botões de emergência Verificar funcionamento micro-chaves de segurança das portas do equipamento Verificar funcionamento giroflex e sirene de advertencia Verificar funcionamento do sistema de segurança Hidraulica Verificar funcionamento do sistema de segurança Mecanica Executar ajuste minimo e máximo de altura de molde Verificar mangueiras e conexões do sistema de lubrificação central Verificar sistema hidraulico de fechamento, cilindro, valvulas, vazamentos e porcas de travamento Verificar sistema de confirmação de travamento Verificar alojamento para anel de centragem do molde Verificar sistema de refrigeração para o molde, mangueiras, manifold, conectores e vazamentos Limpeza dos Platôs Fixo e Móvel  Limpeza da calha e dreno de oléo  Limpeza do painel Limpeza dos filtros de ventilação do painel Troca dos filtros de ventilação do painel  Verificar funcionamento dos ventiladores   Verificar sistema de refrigeração dos drivers Limpeza dos drivers  Verificar disposição dos cabos internos e externos         Verificação dos servomotores        Lubrificar engrenagens do sistema de ajuste de altura de molde       Limpeza e lubrificação do sistema de ajuste da altura do molde       Limpeza e lubrificação do sistema de fechamento, guias e colunas       Limpeza e lubrificação do sistema de extração         Limpeza e lubrificação do sistema de avanço da unidade de injeção       Limpeza e lubrificação do sistema de injeção e dosagem"
0000000023,782795,PREVENTIVA INJETORA - SEMANAL,1,METALURGICA MOR S.A - MATRIZ,11.276/000,INJETORA Nº 13 HAITIAN 500 T,11276_N14,INJETORA Nº 14 HAITIAN 500 T,10,Preventiva,F5INJ007,PREVENTIVA INJETORA - SEMANAL,Plano de Equipamento,3,1,300,21/03/2025,,21/03/2025,21/03/2025,21/03/2025,15/05/2025,,,21/03/2025,,,,,,,FERNANDOW,Fernando Wolf Junior,MAN-PLAS,MANUTENÇÃO PLASTICOS - MATRIZ,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,PREV,MANUTENÇÃO PREVENTIVA,1,0,18001010,41201004,0,0,0,0,0,0,0,0,0,0,0,Não Iniciada,Não Iniciada,Ok,fernandow - Fernando Wolf Junior,no,"Lubrificar pinos e buchas das braçagens  Lubrificar patins da placa movel         Lubrificar unidade de fechamento Lubrificar patins da placa movel da unidade de fechamento Lubrificar buchas das colunas da unidade de fechamento Limpeza e lubrificação do sistema de fechamento, guias e colunas Limpeza e lubrificação do sistema de extração- Limpeza e lubrificação do sistema de avanço da unidade de injeção- Limpeza e lubrificação do sistema de injeção e dosagem"
